Date,Price,Open,High,Low,Vol.,Change %
5/26/2013,15115.57,15307.33,15521.49,15115.57,574.68M,-1.23%
5/19/2013,15303.10,15348.33,15542.40,15180.23,665.71M,-0.33%
5/12/2013,15354.40,15113.42,15357.40,15053.46,663.75M,1.56%
5/5/2013,15118.49,14973.96,15144.83,14941.09,543.68M,0.97%
4/28/2013,14973.96,14712.55,15009.59,14687.05,568.99M,1.78%
4/21/2013,14712.55,14547.51,14768.05,14457.60,680.75M,1.13%
4/14/2013,14547.51,14865.06,14865.06,14444.03,821.27M,-2.14%
4/7/2013,14865.06,14565.25,14887.51,14497.80,619.92M,2.06%
3/31/2013,14565.25,14578.54,14684.49,14434.43,553.00M,-0.09%
3/24/2013,14578.54,14512.03,14585.10,14395.00,467.26M,0.46%
3/17/2013,14512.03,14514.11,14546.82,14382.09,574.94M,-0.01%
3/10/2013,14514.11,14397.07,14539.29,14373.32,806.07M,0.81%
3/3/2013,14397.07,14089.66,14413.17,14030.37,572.14M,2.18%
2/24/2013,14089.66,14000.57,14149.15,13784.01,694.86M,0.64%
2/17/2013,14000.57,13981.76,14058.27,13834.40,546.21M,0.13%
2/10/2013,13981.76,13992.97,14038.97,13906.73,633.25M,-0.08%
2/3/2013,13992.97,14009.79,14022.62,13852.20,610.76M,-0.12%
1/27/2013,14009.79,13895.98,14019.78,13860.58,610.02M,0.82%
1/20/2013,13895.98,13649.70,13895.98,13622.96,503.88M,1.80%
1/13/2013,13649.70,13488.43,13649.93,13445.80,784.08M,1.20%
1/6/2013,13488.43,13436.13,13496.68,13293.13,618.48M,0.40%
12/30/2012,13435.21,12938.19,13447.11,12883.89,544.39M,3.84%
12/23/2012,12938.11,13190.15,13190.38,12926.86,313.25M,-1.92%
12/16/2012,13190.84,13135.17,13365.86,13122.53,977.99M,0.43%
12/9/2012,13135.01,13154.89,13329.44,13118.46,589.35M,-0.15%
12/2/2012,13155.13,13027.73,13157.28,12923.44,640.40M,0.99%
11/25/2012,13025.58,13008.30,13062.56,12765.32,647.95M,0.12%
11/18/2012,13009.68,12590.23,13011.45,12590.23,429.48M,3.35%
11/11/2012,12588.31,12815.93,12898.25,12471.49,693.00M,-1.77%
11/4/2012,12815.39,13092.28,13290.75,12743.39,635.33M,-2.12%
10/28/2012,13093.16,13107.44,13289.45,13052.07,416.33M,-0.11%
10/21/2012,13107.21,13344.28,13368.55,13039.86,603.99M,-1.77%
10/14/2012,13343.51,13329.54,13588.73,13312.22,731.38M,0.11%
10/7/2012,13328.85,13610.38,13610.38,13296.43,476.41M,-2.07%
9/30/2012,13610.15,13437.66,13661.87,13424.92,522.64M,1.29%
9/23/2012,13437.13,13577.85,13620.21,13367.27,644.28M,-1.05%
9/16/2012,13579.47,13588.57,13647.10,13503.00,912.47M,-0.10%
9/9/2012,13593.37,13308.56,13653.24,13251.39,677.18M,2.15%
9/2/2012,13306.64,13092.15,13320.27,12977.09,467.33M,1.65%
8/26/2012,13090.84,13157.74,13176.17,12978.91,478.99M,-0.51%
8/19/2012,13157.97,13274.58,13330.76,13027.20,512.71M,-0.88%
8/12/2012,13275.20,13204.93,13281.32,13112.94,482.23M,0.51%
8/5/2012,13207.95,13099.88,13215.97,13094.96,435.41M,0.85%
7/29/2012,13096.17,13075.35,13133.18,12778.90,576.15M,0.16%
7/22/2012,13075.66,12820.45,13117.74,12521.84,691.75M,1.97%
7/15/2012,12822.57,12776.33,12977.57,12645.10,693.44M,0.36%
7/8/2012,12777.09,12772.02,12830.29,12492.25,607.17M,0.04%
7/1/2012,12772.47,12879.71,12961.30,12702.99,368.06M,-0.84%
6/24/2012,12880.09,12639.80,12880.39,12450.17,658.81M,1.89%
6/17/2012,12640.78,12767.02,12898.94,12561.46,712.30M,-0.99%
6/10/2012,12767.17,12553.81,12774.70,12398.48,771.13M,1.70%
6/3/2012,12554.20,12119.85,12555.26,12035.09,618.47M,3.59%
5/27/2012,12118.57,12454.83,12611.61,12107.48,598.41M,-2.70%
5/20/2012,12454.83,12369.15,12575.96,12311.56,647.76M,0.69%
5/13/2012,12369.38,12818.49,12818.86,12336.76,830.54M,-3.52%
5/6/2012,12820.60,13035.85,13049.09,12748.48,696.18M,-1.67%
4/29/2012,13038.27,13228.31,13338.66,13022.34,567.92M,-1.44%
4/22/2012,13228.31,13028.20,13266.68,12845.58,627.16M,1.53%
4/15/2012,13029.26,12850.88,13131.36,12850.80,701.73M,1.40%
4/8/2012,12849.59,13057.57,13057.72,12710.56,650.85M,-1.61%
4/1/2012,13060.14,13211.36,13297.11,13012.46,467.29M,-1.15%
3/25/2012,13212.04,13082.62,13264.98,13032.67,700.35M,1.00%
3/18/2012,13080.73,13231.94,13269.71,13002.77,655.63M,-1.15%
3/11/2012,13232.62,12920.58,13289.08,12919.98,981.01M,2.40%
3/4/2012,12922.02,12977.34,12977.34,12734.86,632.83M,-0.43%
2/26/2012,12977.57,12981.13,13055.75,12882.59,674.05M,-0.04%
2/19/2012,12982.95,12949.34,13013.82,12882.67,498.91M,0.26%
2/12/2012,12949.87,12799.11,12967.92,12753.62,728.95M,1.16%
2/5/2012,12801.23,12860.72,12924.71,12743.56,643.15M,-0.47%
1/29/2012,12862.23,12659.17,12869.95,12529.41,699.20M,1.59%
1/22/2012,12660.46,12720.25,12841.95,12580.12,708.08M,-0.47%
1/15/2012,12720.48,12423.12,12720.48,12423.12,705.97M,2.40%
1/8/2012,12422.06,12359.31,12514.69,12311.79,683.39M,0.50%
1/1/2012,12359.92,12221.19,12479.65,12221.19,587.24M,1.17%
12/25/2011,12217.56,12293.47,12328.47,12140.17,361.27M,-0.62%
12/18/2011,12294.00,11866.54,12297.44,11735.19,695.63M,3.60%
12/11/2011,11866.39,12181.08,12181.38,11786.47,1.01B,-2.61%
12/4/2011,12184.26,12021.54,12257.67,11966.22,788.31M,1.37%
11/27/2011,12019.42,11232.47,12146.68,11232.16,942.50M,7.01%
11/20/2011,11231.78,11795.55,11795.70,11231.56,559.22M,-4.78%
11/13/2011,11796.16,12153.00,12170.56,11676.35,782.01M,-2.94%
11/6/2011,12153.68,11983.02,12187.51,11736.93,750.25M,1.42%
10/30/2011,11983.24,12229.22,12229.29,11630.03,842.55M,-2.03%
10/23/2011,12231.11,11807.96,12284.31,11682.52,922.31M,3.58%
10/16/2011,11808.79,11643.35,11812.46,11296.12,941.45M,1.41%
10/9/2011,11644.49,11104.56,11646.83,11104.56,743.33M,4.88%
10/2/2011,11103.12,10912.10,11232.05,10404.49,1.11B,1.74%
9/25/2011,10913.38,10771.78,11369.30,10771.78,1.02B,1.32%
9/18/2011,10771.48,11506.67,11550.22,10597.14,1.07B,-6.41%
9/11/2011,11509.09,10990.01,11532.47,10824.76,1.18B,4.70%
9/4/2011,10992.13,11237.31,11477.30,10932.53,784.95M,-2.21%
8/28/2011,11240.26,11286.65,11716.84,11211.35,942.14M,-0.39%
8/21/2011,11284.54,10820.37,11406.39,10820.37,1.20B,4.32%
8/14/2011,10817.65,11269.85,11529.67,10801.41,1.19B,-4.01%
8/7/2011,11269.02,11433.93,11434.09,10604.07,1.93B,-1.53%
7/31/2011,11444.61,12144.22,12282.42,11139.00,1.30B,-5.75%
7/24/2011,12143.24,12679.72,12679.95,12083.45,836.29M,-4.24%
7/17/2011,12681.16,12475.11,12751.43,12296.23,782.01M,1.61%
7/10/2011,12479.73,12655.62,12655.84,12406.09,792.08M,-1.40%
7/3/2011,12657.20,12583.00,12753.89,12539.21,540.21M,0.59%
6/26/2011,12582.77,11934.66,12596.13,11934.05,793.54M,5.43%
6/19/2011,11934.58,12004.28,12217.33,11874.94,886.57M,-0.58%
6/12/2011,12004.36,11945.33,12120.80,11862.53,1.03B,0.44%
6/5/2011,11951.91,12151.19,12183.12,11937.42,814.08M,-1.64%
5/29/2011,12151.26,12443.40,12574.29,12104.03,705.42M,-2.33%
5/22/2011,12441.58,12511.36,12511.36,12309.52,717.48M,-0.56%
5/15/2011,12512.04,12594.77,12642.90,12378.84,893.71M,-0.66%
5/8/2011,12595.75,12637.83,12781.06,12537.17,877.06M,-0.34%
5/1/2011,12638.74,12810.16,12876.00,12521.28,881.46M,-1.34%
4/24/2011,12810.54,12505.99,12832.83,12446.05,1.00B,2.44%
4/17/2011,12505.99,12339.71,12506.06,12093.89,710.63M,1.33%
4/10/2011,12341.83,12380.43,12444.00,12163.86,741.54M,-0.31%
4/3/2011,12380.05,12374.60,12450.93,12320.72,720.76M,0.03%
3/27/2011,12376.72,12221.19,12419.71,12173.51,726.18M,1.28%
3/20/2011,12220.59,11860.11,12259.79,11860.11,654.39M,3.05%
3/13/2011,11858.52,12042.13,12042.13,11555.48,1.18B,-1.54%
3/6/2011,12044.40,12171.09,12257.82,11936.32,787.49M,-1.03%
2/27/2011,12169.88,12130.45,12283.10,12018.63,854.61M,0.33%
2/20/2011,12130.45,12389.74,12389.82,11983.17,753.75M,-2.10%
2/13/2011,12391.25,12266.83,12391.29,12193.27,796.11M,0.96%
2/6/2011,12273.26,12092.38,12285.94,12092.30,881.24M,1.50%
1/30/2011,12092.15,11824.39,12092.42,11817.88,796.40M,2.27%
1/23/2011,11823.70,11873.43,12020.52,11803.04,926.23M,-0.41%
1/16/2011,11871.84,11783.82,11905.48,11744.77,799.92M,0.72%
1/9/2011,11787.38,11672.34,11794.15,11573.87,815.17M,0.96%
1/2/2011,11674.76,11577.43,11742.68,11577.35,933.84M,0.84%
12/26/2010,11577.51,11572.81,11625.00,11518.44,438.87M,0.03%
12/19/2010,11573.49,11491.30,11580.84,11442.68,467.66M,0.71%
12/12/2010,11491.91,11406.16,11519.04,11405.33,1.01B,0.72%
12/5/2010,11410.32,11381.33,11450.89,11327.49,770.67M,0.25%
11/28/2010,11382.09,11083.75,11388.87,10929.28,949.34M,2.62%
11/21/2010,11092.00,11201.66,11206.05,10992.17,552.35M,-1.00%
11/14/2010,11203.55,11194.02,11280.90,10978.93,961.65M,0.10%
11/7/2010,11192.58,11439.54,11439.61,11143.84,984.38M,-2.20%
10/31/2010,11444.08,11120.30,11451.53,11062.33,924.45M,2.93%
10/24/2010,11118.49,11133.40,11247.60,11020.82,840.14M,-0.13%
10/17/2010,11132.56,11062.63,11213.54,10917.62,940.71M,0.63%
10/10/2010,11062.78,11006.93,11155.23,10913.84,1.01B,0.51%
10/3/2010,11006.48,10828.85,11032.17,10711.12,834.25M,1.63%
9/26/2010,10829.68,10860.03,10948.88,10728.64,846.28M,-0.28%
9/19/2010,10860.26,10608.08,10865.78,10608.08,848.55M,2.38%
9/12/2010,10607.85,10458.60,10650.16,10458.60,1.09B,1.39%
9/5/2010,10462.77,10446.80,10476.62,10332.40,619.70M,0.14%
8/29/2010,10447.93,10145.58,10451.15,9941.84,930.15M,2.93%
8/22/2010,10150.65,10215.51,10304.70,9936.62,964.63M,-0.62%
8/15/2010,10213.62,10303.07,10480.44,10147.24,984.82M,-0.87%
8/8/2010,10303.15,10654.62,10719.94,10268.71,961.80M,-3.29%
8/1/2010,10653.56,10468.82,10702.99,10468.59,800.37M,1.79%
7/25/2010,10465.94,10424.17,10584.99,10347.50,931.71M,0.40%
7/18/2010,10424.62,10098.12,10441.95,10007.76,977.49M,3.24%
7/11/2010,10097.90,10199.24,10407.82,10079.58,1.06B,-0.98%
7/4/2010,10198.03,9689.21,10201.77,9659.01,763.31M,5.28%
6/27/2010,9686.48,10143.05,10201.93,9614.32,1.15B,-4.51%
6/20/2010,10143.81,10452.46,10594.16,10081.08,1.21B,-2.94%
6/13/2010,10450.64,10211.83,10483.44,10186.21,1.07B,2.35%
6/6/2010,10211.07,9931.75,10215.98,9757.55,1.11B,2.81%
5/30/2010,9931.97,10133.94,10315.21,9889.88,856.21M,-2.02%
5/23/2010,10136.63,10193.46,10264.20,9774.48,1.35B,-0.56%
5/16/2010,10193.39,10616.98,10718.86,9918.82,1.53B,-4.02%
5/9/2010,10620.16,10386.18,10920.27,10386.03,1.19B,2.31%
5/2/2010,10380.43,11009.60,11177.67,9869.62,1.53B,-5.71%
4/25/2010,11008.61,11205.11,11258.01,10965.38,1.14B,-1.75%
4/18/2010,11204.28,11018.36,11205.64,10977.85,1.00B,1.68%
4/11/2010,11018.66,10996.75,11154.55,10947.77,1.14B,0.19%
4/4/2010,10997.35,10927.45,11000.98,10844.09,796.00M,0.64%
3/28/2010,10927.07,10849.23,10956.39,10832.83,642.09M,0.71%
3/21/2010,10850.36,10741.00,10955.48,10695.13,917.73M,1.01%
3/14/2010,10741.98,10623.41,10819.90,10570.51,1.17B,1.10%
3/7/2010,10624.69,10563.78,10644.95,10507.17,894.34M,0.55%
2/28/2010,10566.20,10326.10,10571.94,10326.10,924.22M,2.33%
2/21/2010,10325.26,10402.43,10433.64,10185.83,1.06B,-0.74%
2/14/2010,10402.35,10100.81,10438.55,10100.81,855.23M,3.00%
2/7/2010,10099.14,10005.43,10161.57,9904.09,1.12B,0.87%
1/31/2010,10012.23,10068.99,10314.84,9835.09,1.25B,-0.55%
1/24/2010,10067.33,10175.10,10285.13,10043.75,1.25B,-1.04%
1/17/2010,10172.98,10608.37,10729.89,10157.64,1.02B,-4.12%
1/10/2010,10609.65,10620.31,10723.77,10561.06,1.17B,-0.08%
1/3/2010,10618.19,10430.69,10619.40,10430.69,944.47M,1.82%
12/27/2009,10428.05,10517.91,10580.33,10423.13,443.00M,-0.87%
12/20/2009,10520.10,10330.10,10522.06,10329.80,464.67M,1.85%
12/13/2009,10328.89,10471.28,10514.66,10263.90,1.23B,-1.36%
12/6/2009,10471.50,10386.86,10484.05,10235.63,982.83M,0.80%
11/29/2009,10388.90,10309.77,10516.70,10263.29,1.28B,0.77%
11/22/2009,10309.92,10320.13,10495.61,10231.25,606.47M,-0.08%
11/15/2009,10318.16,10267.53,10438.17,10256.11,953.90M,0.46%
11/8/2009,10270.47,10020.62,10341.97,10020.62,939.43M,2.46%
11/1/2009,10023.42,9712.13,10044.50,9678.95,1.09B,3.20%
10/25/2009,9712.73,9972.33,10072.32,9684.54,1.34B,-2.60%
10/18/2009,9972.18,9996.67,10119.47,9916.78,1.19B,-0.24%
10/11/2009,9995.91,9865.24,10062.94,9815.06,1.22B,1.33%
10/4/2009,9864.94,9488.73,9865.01,9481.09,918.22M,3.98%
9/27/2009,9487.67,9663.23,9834.48,9430.08,1.07B,-1.84%
9/20/2009,9665.19,9818.61,9917.99,9641.01,992.03M,-1.58%
9/13/2009,9820.20,9598.08,9854.58,9535.96,1.31B,2.24%
9/6/2009,9605.41,9440.13,9649.85,9439.98,824.09M,1.74%
8/30/2009,9441.27,9542.91,9557.95,9252.93,965.64M,-1.08%
8/23/2009,9544.20,9506.18,9630.20,9459.40,888.89M,0.40%
8/16/2009,9505.96,9313.85,9519.11,9116.52,987.80M,1.98%
8/9/2009,9321.40,9368.41,9424.11,9216.88,848.56M,-0.52%
8/2/2009,9370.07,9173.65,9437.71,9173.65,1.12B,2.16%
7/26/2009,9171.61,9093.09,9246.43,9007.47,1.06B,0.86%
7/19/2009,9093.24,8746.05,9100.88,8745.90,1.12B,3.99%
7/12/2009,8743.94,8146.82,8754.29,8130.42,1.27B,7.33%
7/5/2009,8146.52,8279.30,8327.97,8087.19,1.11B,-1.62%
6/28/2009,8280.74,8440.13,8580.47,8280.74,792.22M,-1.87%
6/21/2009,8438.39,8538.52,8538.83,8259.43,1.25B,-1.19%
6/14/2009,8539.73,8798.50,8798.50,8461.29,1.46B,-2.95%
6/7/2009,8799.26,8759.35,8877.93,8633.07,1.01B,0.41%
5/31/2009,8763.13,8501.53,8839.40,8501.29,1.36B,3.09%
5/24/2009,8500.33,8275.33,8522.95,8226.90,1.25B,2.69%
5/17/2009,8277.32,8270.15,8591.93,8221.01,1.58B,0.10%
5/10/2009,8268.64,8569.23,8569.23,8230.17,1.64B,-3.57%
5/3/2009,8574.65,8213.60,8587.55,8213.60,2.03B,4.41%
4/26/2009,8212.41,8073.82,8307.51,7938.98,1.44B,1.69%
4/19/2009,8076.29,8128.94,8128.94,7791.95,1.99B,-0.68%
4/12/2009,8131.33,8082.02,8190.66,7870.48,2.25B,0.59%
4/5/2009,8083.38,8016.16,8087.28,7750.85,1.24B,0.82%
3/29/2009,8017.59,7773.31,8075.73,7437.59,1.90B,3.10%
3/22/2009,7776.18,7279.25,7931.33,7278.78,2.07B,6.84%
3/15/2009,7278.38,7225.33,7571.64,7172.05,2.80B,0.75%
3/8/2009,7223.98,6625.74,7242.62,6516.86,2.50B,9.01%
3/1/2009,6626.94,7056.48,7058.95,6469.95,2.41B,-6.17%
2/22/2009,7062.93,7365.99,7441.02,7033.62,2.31B,-4.11%
2/15/2009,7365.67,7845.63,7845.63,7249.47,1.49B,-6.17%
2/8/2009,7850.41,8281.38,8315.07,7693.98,1.59B,-5.20%
2/1/2009,8280.59,8000.62,8312.37,7845.31,1.74B,3.50%
1/25/2009,8000.86,8078.04,8405.87,7961.92,1.47B,-0.95%
1/18/2009,8077.56,8279.63,8291.98,7909.03,1.62B,-2.46%
1/11/2009,8281.22,8599.26,8602.60,7995.13,1.81B,-3.70%
1/4/2009,8599.18,9027.13,9088.06,8576.96,1.15B,-4.82%
12/28/2008,9034.69,8515.87,9065.28,8364.06,756.76M,6.10%
12/21/2008,8515.55,8573.37,8604.12,8372.02,539.43M,-0.74%
12/14/2008,8579.11,8628.81,8961.26,8469.03,1.63B,-0.59%
12/7/2008,8629.68,8637.65,9026.41,8347.81,1.44B,-0.07%
11/30/2008,8635.42,8826.89,8827.05,8118.50,1.55B,-2.19%
11/23/2008,8829.04,8048.09,8831.35,8048.09,1.31B,9.73%
11/16/2008,8046.42,8494.84,8571.30,7449.38,2.09B,-5.31%
11/9/2008,8497.31,8946.60,9159.58,7965.42,1.57B,-4.99%
11/2/2008,8943.81,9326.04,9653.95,8637.17,1.29B,-4.09%
10/26/2008,9325.01,8375.92,9454.36,8143.59,1.55B,11.29%
10/19/2008,8378.95,8852.30,9284.55,8187.48,1.50B,-5.35%
10/12/2008,8852.22,8462.42,9794.37,8197.67,1.97B,4.75%
10/5/2008,8451.19,10322.52,10322.76,7882.51,2.34B,-18.15%
9/28/2008,10325.38,11139.62,11139.94,10310.25,1.66B,-7.34%
9/21/2008,11143.13,11394.42,11394.58,10753.57,1.05B,-2.15%
9/14/2008,11388.44,11416.37,11483.05,10459.44,2.53B,-0.29%
9/7/2008,11421.99,11224.87,11577.50,11098.67,1.23B,1.79%
8/31/2008,11220.96,11545.63,11790.17,11037.85,778.84M,-2.79%
8/24/2008,11543.55,11626.19,11715.18,11340.41,705.06M,-0.73%
8/17/2008,11628.06,11659.65,11690.43,11290.58,741.56M,-0.27%
8/10/2008,11659.90,11729.67,11867.11,11450.89,914.16M,-0.63%
8/3/2008,11734.32,11326.32,11759.96,11221.53,1.03B,3.60%
7/27/2008,11326.32,11369.47,11586.62,11125.13,1.02B,-0.39%
7/20/2008,11370.69,11495.02,11698.17,11325.10,1.18B,-1.09%
7/13/2008,11496.57,11103.64,11510.82,10827.71,1.56B,3.57%
7/6/2008,11100.54,11289.19,11418.24,10977.68,1.27B,-1.67%
6/29/2008,11288.54,11345.70,11437.30,11157.21,961.25M,-0.51%
6/22/2008,11346.51,11843.83,11924.19,11297.99,1.29B,-4.19%
6/15/2008,11842.69,12306.86,12322.82,11818.83,1.27B,-3.78%
6/8/2008,12307.35,12210.13,12369.23,12076.93,1.26B,0.80%
6/1/2008,12209.81,12637.67,12638.08,12192.06,1.21B,-3.39%
5/25/2008,12638.32,12479.63,12726.66,12442.59,831.86M,1.27%
5/18/2008,12479.63,12985.41,13136.69,12460.09,1.13B,-3.91%
5/11/2008,12986.80,12745.55,13001.94,12740.50,1.11B,1.89%
5/4/2008,12745.88,13056.57,13058.45,12715.02,1.01B,-2.39%
4/27/2008,13058.20,12890.72,13132.46,12793.10,1.15B,1.29%
4/20/2008,12891.86,12850.91,12942.26,12656.56,1.14B,0.33%
4/13/2008,12849.36,12324.77,12893.98,12269.81,1.22B,4.25%
4/6/2008,12325.42,12612.59,12733.66,12302.06,1.10B,-2.25%
3/30/2008,12609.42,12215.92,12696.29,12176.11,1.17B,3.22%
3/23/2008,12216.40,12361.97,12622.07,12196.87,1.18B,-1.17%
3/16/2008,12361.32,11946.45,12461.53,11756.60,1.58B,3.43%
3/9/2008,11951.09,11893.04,12303.35,11731.60,1.69B,0.48%
3/2/2008,11893.69,12264.36,12349.67,11819.69,1.50B,-3.04%
2/24/2008,12266.39,12380.77,12756.56,12223.57,1.44B,-0.93%
2/17/2008,12381.02,12349.59,12505.25,12155.26,1.16B,0.27%
2/10/2008,12348.21,12181.89,12573.13,12069.47,1.28B,1.36%
2/3/2008,12182.13,12743.11,12749.78,12103.37,1.46B,-4.40%
1/27/2008,12743.19,12205.71,12767.74,12112.14,1.67B,4.39%
1/20/2008,12207.17,12092.72,12486.89,11634.82,1.82B,0.89%
1/13/2008,12099.30,12613.78,12794.57,12022.48,2.01B,-4.02%
1/6/2008,12606.30,12801.15,12931.29,12501.76,1.59B,-1.51%
12/30/2007,12800.18,13364.16,13364.73,12789.04,911.65M,-4.23%
12/23/2007,13365.87,13450.73,13563.48,13298.15,497.51M,-0.63%
12/16/2007,13450.65,13339.20,13473.98,13092.00,1.32B,0.83%
12/9/2007,13339.85,13623.55,13780.11,13321.64,1.28B,-2.10%
12/2/2007,13625.58,13368.22,13668.10,13237.59,1.05B,1.90%
11/25/2007,13371.72,12979.99,13466.99,12724.09,1.39B,3.01%
11/18/2007,12980.88,13176.30,13176.30,12786.03,1.02B,-1.49%
11/11/2007,13176.79,13039.16,13367.17,12975.11,1.42B,1.03%
11/4/2007,13042.74,13592.58,13669.72,13017.30,1.55B,-4.06%
10/28/2007,13595.10,13807.35,13962.53,13446.02,1.29B,-1.53%
10/21/2007,13806.70,13521.62,13811.25,13407.49,1.28B,2.11%
10/14/2007,13522.02,14092.43,14118.52,13511.94,1.30B,-4.05%
10/7/2007,14093.08,14065.36,14198.10,13950.25,870.27M,0.19%
9/30/2007,14066.01,13895.71,14124.54,13893.51,880.76M,1.23%
9/23/2007,13895.63,13821.57,13924.81,13696.31,1.02B,0.55%
9/16/2007,13820.19,13441.95,13877.17,13362.37,1.34B,2.81%
9/9/2007,13442.52,13116.39,13469.27,13021.93,1.03B,2.51%
9/2/2007,13113.38,13358.39,13494.06,13082.17,936.01M,-1.83%
8/26/2007,13357.74,13377.16,13428.95,13034.78,1.04B,-0.16%
8/19/2007,13378.87,13078.51,13381.47,12982.75,1.03B,2.29%
8/12/2007,13079.08,13238.24,13338.15,12517.94,1.64B,-1.21%
8/5/2007,13239.54,13183.13,13695.82,13057.86,1.57B,0.44%
7/29/2007,13181.91,13266.21,13503.33,13132.65,1.54B,-0.63%
7/22/2007,13265.47,13851.73,13973.99,13265.47,1.57B,-4.23%
7/15/2007,13851.08,13907.09,14021.95,13797.67,1.44B,-0.40%
7/8/2007,13907.25,13612.66,13932.29,13474.79,1.22B,2.17%
7/1/2007,13611.68,13409.60,13633.63,13409.52,672.87M,1.51%
6/24/2007,13408.62,13360.09,13524.54,13259.86,1.21B,0.36%
6/17/2007,13360.26,13639.00,13674.36,13359.69,1.30B,-2.05%
6/10/2007,13639.48,13423.74,13688.66,13287.62,1.32B,1.60%
6/3/2007,13424.39,13667.21,13690.38,13251.53,1.18B,-1.78%
5/27/2007,13668.11,13507.28,13692.00,13456.73,886.70M,1.19%
5/20/2007,13507.28,13556.53,13624.55,13423.90,1.05B,-0.36%
5/13/2007,13556.53,13325.81,13558.48,13297.04,1.18B,1.73%
5/6/2007,13326.22,13264.13,13369.29,13210.90,1.10B,0.46%
4/29/2007,13264.62,13120.21,13284.53,13041.30,1.25B,1.10%
4/22/2007,13120.94,12961.49,13148.00,12901.68,1.23B,1.23%
4/15/2007,12961.98,12611.64,12966.29,12611.31,1.42B,2.77%
4/8/2007,12612.13,12562.64,12615.38,12428.22,1.09B,0.41%
4/1/2007,12560.20,12354.52,12572.47,12324.28,804.96M,1.67%
3/25/2007,12354.35,12480.37,12486.78,12242.60,1.10B,-1.01%
3/18/2007,12481.01,12110.41,12511.05,12110.41,1.09B,3.06%
3/11/2007,12110.41,12275.68,12349.95,11939.61,1.49B,-1.35%
3/4/2007,12276.32,12111.61,12330.88,12039.11,1.27B,1.34%
2/25/2007,12114.10,12647.88,12697.23,12059.54,1.72B,-4.22%
2/18/2007,12647.48,12766.85,12795.93,12628.02,841.52M,-0.94%
2/11/2007,12767.57,12580.11,12779.03,12536.21,1.02B,1.48%
2/4/2007,12580.83,12653.41,12700.28,12545.10,1.01B,-0.57%
1/28/2007,12653.49,12487.10,12683.93,12459.46,1.18B,1.33%
1/21/2007,12487.02,12566.33,12623.45,12431.34,1.19B,-0.62%
1/14/2007,12565.53,12555.84,12614.00,12523.55,1.05B,0.08%
1/7/2007,12556.08,12392.01,12561.04,12337.37,1.19B,1.27%
12/31/2006,12398.01,12459.54,12580.35,12365.41,821.48M,-0.52%
12/24/2006,12463.15,12341.94,12529.88,12337.05,542.17M,0.97%
12/17/2006,12343.22,12446.24,12498.47,12341.70,994.20M,-0.82%
12/10/2006,12445.52,12306.21,12486.30,12252.05,1.35B,1.12%
12/3/2006,12307.49,12195.57,12360.76,12195.57,1.18B,0.93%
11/26/2006,12194.13,12279.13,12279.53,12072.60,1.25B,-0.70%
11/19/2006,12280.17,12340.71,12361.00,12258.86,701.00M,-0.51%
11/12/2006,12342.56,12097.70,12342.56,12084.81,1.22B,1.93%
11/5/2006,12108.43,11985.16,12196.32,11984.76,1.17B,1.02%
10/29/2006,11986.04,12089.14,12123.96,11965.31,1.15B,-0.86%
10/22/2006,12090.26,12001.33,12167.02,11971.79,1.30B,0.73%
10/15/2006,12002.37,11961.31,12049.51,11887.19,1.31B,0.35%
10/8/2006,11960.51,11849.56,11960.51,11794.17,1.25B,0.93%
10/1/2006,11850.21,11678.99,11870.06,11653.06,1.21B,1.47%
9/24/2006,11679.07,11509.30,11741.99,11486.00,1.30B,1.49%
9/17/2006,11508.10,11559.97,11630.56,11474.56,1.04B,-0.46%
9/10/2006,11560.77,11389.87,11613.51,11342.17,1.24B,1.48%
9/3/2006,11392.11,11461.83,11488.17,11323.84,751.28M,-0.63%
8/27/2006,11464.15,11285.33,11476.48,11273.49,884.49M,1.60%
8/20/2006,11284.05,11380.67,11383.71,11260.28,901.23M,-0.86%
8/13/2006,11381.47,11089.07,11381.47,11079.78,1.16B,2.65%
8/6/2006,11088.03,11239.47,11276.29,11042.64,991.40M,-1.36%
7/30/2006,11240.35,11218.90,11344.17,11083.86,1.08B,0.18%
7/23/2006,11219.70,10868.70,11243.31,10868.62,1.39B,3.23%
7/16/2006,10868.38,10739.35,11038.48,10683.32,1.65B,1.20%
7/9/2006,10739.35,11091.71,11174.47,10701.34,1.41B,-3.17%
7/2/2006,11090.67,11149.34,11257.08,11066.01,861.35M,-0.53%
6/25/2006,11150.22,10990.29,11235.63,10902.48,1.44B,1.47%
6/18/2006,10989.09,11014.87,11131.73,10907.29,1.39B,-0.23%
6/11/2006,11014.55,10892.00,11045.20,10698.85,1.84B,1.13%
6/4/2006,10891.92,11247.55,11248.79,10757.55,1.69B,-3.16%
5/28/2006,11247.87,11277.25,11285.82,11085.38,1.18B,-0.27%
5/21/2006,11278.61,11143.42,11283.49,11030.47,1.60B,1.21%
5/14/2006,11144.06,11380.43,11460.55,11075.22,1.83B,-2.08%
5/7/2006,11380.99,11576.37,11670.19,11374.74,1.50B,-1.70%
4/30/2006,11577.74,11367.78,11586.38,11329.44,1.75B,1.85%
4/23/2006,11367.14,11346.81,11417.66,11260.84,1.89B,0.17%
4/16/2006,11347.45,11137.33,11405.88,11039.12,1.50B,1.88%
4/9/2006,11137.65,11119.88,11186.64,11053.17,916.93M,0.16%
