Date,Price,Open,High,Low,Vol.,Change %
2/7/1999,9274.89,9301.59,9389.98,9099.04,398.32M,-0.32%
1/31/1999,9304.24,9359.60,9430.66,9198.17,426.76M,-0.58%
1/24/1999,9358.82,9120.67,9385.86,9063.26,435.38M,2.61%
1/17/1999,9120.67,9343.12,9480.09,9088.49,373.56M,-2.35%
1/10/1999,9340.55,9643.32,9643.32,9087.72,473.41M,-3.14%
1/3/1999,9643.32,9184.01,9647.96,9122.47,464.15M,5.03%
12/27/1998,9181.43,9220.57,9334.88,9181.43,198.71M,-0.40%
12/20/1998,9217.99,8902.97,9245.54,8898.74,214.88M,3.53%
12/13/1998,8903.62,8820.73,8928.60,8676.03,386.08M,0.93%
12/6/1998,8821.76,9017.17,9088.75,8730.10,361.19M,-2.16%
11/29/1998,9016.14,9333.08,9333.08,8871.45,400.37M,-3.40%
11/22/1998,9333.07,9159.55,9380.20,9159.29,252.44M,1.89%
11/15/1998,9159.54,8921.14,9161.35,8920.88,355.41M,2.69%
11/8/1998,8919.59,8971.97,8985.50,8792.66,320.04M,-0.62%
11/1/1998,8975.46,8595.70,8990.91,8595.70,388.94M,4.46%
10/25/1998,8592.11,8448.95,8659.81,8328.71,327.04M,1.65%
10/18/1998,8452.29,8415.48,8652.86,8388.96,389.93M,0.42%
10/11/1998,8416.76,7900.55,8429.38,7878.15,460.11M,6.55%
10/4/1998,7899.53,7787.01,7917.28,7467.49,535.59M,1.48%
9/27/1998,7784.70,8026.17,8160.33,7530.31,446.98M,-3.04%
9/20/1998,8028.77,7889.33,8182.47,7711.05,405.16M,1.69%
9/13/1998,7895.65,7796.53,8102.92,7796.53,421.99M,1.28%
9/6/1998,7795.50,7645.14,8033.14,7518.99,378.60M,2.03%
8/30/1998,7640.25,8052.45,8095.45,7400.30,565.97M,-5.11%
8/23/1998,8051.68,8533.65,8689.42,8011.52,394.15M,-5.65%
8/16/1998,8533.65,8419.96,8753.78,8328.20,333.69M,1.29%
8/9/1998,8425.00,8596.73,8635.35,8316.87,376.66M,-2.01%
8/2/1998,8598.02,8883.29,8886.12,8361.92,419.28M,-3.21%
7/26/1998,8883.29,8937.36,9041.37,8816.09,366.06M,-0.60%
7/19/1998,8937.35,9340.55,9367.84,8863.21,402.88M,-4.29%
7/12/1998,9337.97,9107.03,9354.71,9073.30,314.46M,2.55%
7/5/1998,9105.73,9023.06,9184.44,9000.59,298.37M,0.89%
6/28/1998,9025.25,8945.54,9052.66,8929.60,228.38M,0.90%
6/21/1998,8944.53,8711.74,9025.01,8684.22,294.87M,2.66%
6/14/1998,8712.86,8831.95,8892.48,8569.88,343.70M,-1.38%
6/7/1998,8834.93,9039.95,9104.72,8684.22,276.98M,-2.24%
5/31/1998,9037.70,8900.95,9039.46,8749.74,260.49M,1.55%
5/24/1998,8899.95,9114.44,9168.74,8788.10,207.55M,-2.35%
5/17/1998,9114.43,9092.97,9202.37,8999.85,263.62M,0.20%
5/10/1998,9095.99,9055.51,9225.54,9055.40,308.30M,0.45%
5/3/1998,9055.14,9145.33,9261.91,8965.22,242.96M,-1.00%
4/26/1998,9147.06,9058.14,9147.82,8840.67,302.23M,0.91%
4/19/1998,9064.61,9166.75,9213.33,9020.03,317.35M,-1.12%
4/12/1998,9167.49,8997.11,9167.50,8925.61,319.36M,1.92%
4/5/1998,8994.86,8985.90,9094.76,8861.84,279.45M,0.13%
3/29/1998,8983.40,8795.08,9030.49,8748.74,325.49M,2.13%
3/22/1998,8796.07,8899.89,8959.24,8771.91,267.88M,-1.24%
3/15/1998,8906.42,8603.51,8913.41,8602.02,283.75M,3.53%
3/8/1998,8602.51,8570.63,8698.42,8541.24,256.99M,0.39%
3/1/1998,8569.38,8544.47,8585.08,8405.72,277.46M,0.28%
2/22/1998,8545.71,8414.94,8566.89,8345.44,253.40M,1.57%
2/15/1998,8413.93,8368.60,8451.81,8318.53,223.76M,0.52%
2/8/1998,8370.09,8191.49,8390.27,8141.91,264.80M,2.21%
2/1/1998,8189.49,7909.99,8211.91,7909.99,289.52M,3.58%
1/25/1998,7906.50,7701.73,8015.12,7690.77,326.78M,2.67%
1/18/1998,7700.73,7753.80,7874.87,7642.70,273.15M,-0.68%
1/11/1998,7753.54,7575.19,7803.12,7443.41,338.54M,2.28%
1/4/1998,7580.41,7967.04,8035.54,7527.36,338.78M,-4.83%
12/28/1997,7965.04,7677.30,7965.04,7677.30,162.57M,3.72%
12/21/1997,7679.31,7758.97,7844.72,7659.14,129.53M,-0.99%
12/14/1997,7756.28,7839.29,8034.00,7576.93,329.22M,-1.05%
12/7/1997,7838.29,8148.88,8158.08,7784.33,279.64M,-3.81%
11/30/1997,8149.13,7825.12,8166.29,7825.12,302.14M,4.17%
11/23/1997,7823.12,7881.07,7881.07,7739.57,176.27M,-0.74%
11/16/1997,7881.06,7575.67,7881.07,7575.67,300.38M,4.08%
11/9/1997,7572.48,7581.57,7656.22,7349.99,290.63M,-0.12%
11/2/1997,7581.32,7443.07,7765.75,7443.07,301.01M,1.87%
10/26/1997,7442.08,7714.42,7714.42,6971.32,496.33M,-3.54%
10/19/1997,7715.40,7872.82,8064.61,7695.51,397.68M,-1.68%
10/12/1997,7847.03,8092.61,8114.71,7755.68,281.19M,-2.46%
10/5/1997,8045.20,8080.33,8184.70,8002.73,250.46M,0.08%
9/28/1997,8038.57,7912.85,8144.42,7893.45,280.27M,1.47%
9/21/1997,7922.17,7968.84,8035.63,7840.40,287.03M,0.06%
9/14/1997,7917.26,7744.83,8020.90,7718.12,333.24M,2.25%
9/7/1997,7742.97,7860.96,7899.06,7580.85,280.85M,-1.02%
8/31/1997,7822.40,7667.25,7944.35,7628.93,213.52M,2.62%
8/24/1997,7622.42,7890.23,7944.12,7606.86,228.54M,-3.37%
8/17/1997,7887.90,7732.52,8023.09,7618.47,275.22M,2.51%
8/10/1997,7694.65,8028.90,8095.56,7694.66,307.39M,-4.19%
8/3/1997,8031.22,8168.26,8299.49,7976.40,258.27M,-1.99%
7/27/1997,8194.04,8121.11,8282.77,8092.07,257.36M,0.99%
7/20/1997,8113.44,7886.51,8175.11,7839.83,307.27M,2.83%
7/13/1997,7890.46,7935.29,8069.78,7860.04,335.80M,-0.40%
7/6/1997,7921.81,7919.78,7991.26,7794.70,272.68M,0.33%
6/29/1997,7895.80,7713.50,7896.03,7612.18,194.69M,2.71%
6/22/1997,7687.72,7769.37,7812.12,7594.08,253.50M,-1.40%
6/15/1997,7796.51,7771.63,7834.06,7697.90,278.39M,0.19%
6/8/1997,7782.03,7460.00,7799.68,7437.98,284.91M,4.66%
6/1/1997,7435.77,7351.65,7445.22,7253.78,220.95M,1.43%
5/25/1997,7331.04,7319.54,7394.95,7241.76,188.54M,-0.20%
5/18/1997,7345.90,7203.74,7362.80,7152.64,227.68M,2.10%
5/11/1997,7194.67,7180.66,7351.68,7168.71,266.47M,0.35%
5/4/1997,7169.53,7087.66,7269.47,7055.95,277.37M,1.39%
4/27/1997,7071.20,6701.14,7077.62,6701.14,249.41M,4.93%
4/20/1997,6738.87,6711.18,6890.59,6616.86,248.97M,0.53%
4/13/1997,6703.55,6395.71,6713.59,6356.37,263.98M,4.88%
4/6/1997,6391.69,6572.15,6639.00,6386.99,214.88M,-2.06%
3/30/1997,6526.07,6706.22,6739.83,6404.84,271.41M,-3.18%
3/23/1997,6740.58,6820.65,6952.46,6663.92,195.55M,-0.94%
3/16/1997,6804.79,6915.45,6970.59,6790.06,264.72M,-1.88%
3/9/1997,6935.46,7022.05,7112.10,6874.66,188.98M,-0.93%
3/2/1997,7000.88,6836.56,7018.59,6828.10,236.62M,1.79%
2/23/1997,6877.73,6907.76,7046.68,6868.12,204.18M,-0.78%
2/16/1997,6931.61,7007.43,7073.62,6905.83,146.84M,-0.82%
2/9/1997,6988.95,6850.80,7040.90,6783.45,204.70M,1.94%
2/2/1997,6855.80,6813.86,6875.43,6710.72,210.28M,0.63%
1/26/1997,6813.08,6698.02,6873.89,6622.98,219.91M,1.74%
1/19/1997,6696.48,6839.26,6906.22,6662.23,247.18M,-2.00%
1/12/1997,6833.09,6728.42,6835.79,6659.54,209.70M,1.93%
1/5/1997,6703.79,6569.49,6708.03,6512.53,230.23M,2.44%
12/29/1996,6544.08,6571.29,6587.05,6352.82,155.28M,-0.26%
12/22/1996,6560.90,6481.33,6576.28,6450.19,80.31M,1.18%
12/15/1996,6484.40,6320.25,6549.37,6236.05,239.21M,2.85%
12/8/1996,6304.86,6424.06,6512.39,6251.05,203.20M,-1.21%
12/1/1996,6381.94,6501.58,6554.87,6291.75,200.08M,-2.14%
11/24/1996,6521.70,6483.32,6589.53,6464.31,126.31M,0.77%
11/17/1996,6471.76,6362.19,6471.76,6324.18,173.68M,1.95%
11/10/1996,6348.03,6228.40,6377.85,6219.82,208.40M,2.06%
11/3/1996,6219.82,6018.20,6222.81,6011.49,196.12M,3.29%
10/27/1996,6021.92,6018.94,6057.70,5959.69,161.86M,0.25%
10/20/1996,6007.01,6086.03,6134.11,5981.68,169.44M,-1.43%
10/13/1996,6094.22,5975.71,6095.35,5969.38,174.10M,2.09%
10/6/1996,5969.37,5993.60,6010.37,5904.90,155.00M,-0.39%
9/29/1996,5992.85,5875.51,5995.09,5861.67,165.75M,2.04%
