"Date","Samsung","Apple","Unknown","Nokia","Xiaomi","Oppo","Huawei","Vivo","Micromax","Sony","Lenovo","LG","Realme","Mobicel","HTC","Motorola","Asus","General Mobile","BBK","OnePlus","RIM","Infinix","Google","Lava","Tecno","Gionee","ZTE","Turkcell","Casper","Lyf","Vestel","Coolpad","Spice","Hisense","Itel","AIS","Alcatel","QMobile","Meizu","Panasonic","Wiko","True","Vodafone","LeEco","Honor","Reliance Digital","InFocus","Intex","Smartfren","Pantech","Acer","Xolo","i-Mobile","Avea","dtac","Karbonn","Yu","Infinex","Symphony","Sharp","Turk Telecom","Reeder","Vsmart","HP","Other"
2016-06,33.09,12.66,18.23,7.17,1.73,0.88,2.75,0,3.65,2.62,3.08,2.94,0,0,2.12,1.14,1.73,1.68,0.35,0.14,0.57,0,0.66,0.07,0,0.12,0.31,0.4,0.25,0,0.12,0.18,0.21,0.17,0,0.13,0.12,0,0.2,0,0.04,0,0.19,0,0,0,0.03,0,0,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0.02,0.09
2016-07,32.86,12.61,19.13,7.17,1.78,0.85,2.91,0,3.51,2.44,3.17,2.9,0,0,2.12,1.2,1.64,1.61,0.4,0.14,0.51,0,0.32,0.06,0,0.13,0.31,0.37,0.23,0,0.12,0.2,0.19,0.13,0,0.11,0.11,0,0.22,0,0.04,0,0.18,0,0,0,0.02,0,0,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0.04,0,0,0.02,0.1
2016-08,32.92,13.06,19.63,6.89,1.59,0.74,2.9,0,3.42,2.31,3.12,2.96,0,0,2.1,1.18,1.54,1.64,0.33,0.13,0.43,0,0.49,0.06,0,0.12,0.3,0.37,0.24,0,0.12,0.17,0.18,0.1,0,0.13,0.1,0,0.2,0,0.04,0,0.17,0,0,0,0.02,0,0,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0.05,0,0,0.02,0.08
2016-09,33.2,12.62,20.98,6.31,1.49,0.65,2.79,0,3.59,2.26,3.35,2.85,0,0,2.13,1.24,1.49,1.57,0.26,0.13,0.39,0,0.18,0.06,0,0.16,0.31,0.36,0.23,0,0.12,0.14,0.18,0.08,0,0.15,0.09,0,0.17,0,0.05,0,0.17,0,0,0,0.02,0,0,0.01,0.04,0,0,0.06,0,0,0,0,0,0,0.05,0,0,0.02,0.07
2016-10,33.39,12.21,19.98,5.5,2.12,1.18,2.62,0,3.44,2.09,3.86,2.71,0,0,2.03,1.47,1.56,1.56,0.5,0.15,0.38,0,0.19,0.05,0,0.23,0.31,0.34,0.26,0.08,0.17,0.19,0.16,0.07,0,0.15,0.09,0,0.15,0,0.06,0,0.2,0.12,0,0.18,0.02,0,0,0.01,0.04,0,0,0.05,0.02,0,0,0,0,0.02,0.05,0,0,0.02,0.05
2016-11,34.72,11.86,14.32,4.83,2.9,2.23,2.54,0,3.25,2.1,3.86,2.74,0,0,1.92,1.32,1.71,1.73,1.48,0.16,0.4,0.01,0.21,0.31,0,0.48,0.34,0.42,0.34,0.49,0.26,0.34,0.14,0.05,0,0.4,0.09,0.03,0.14,0.11,0.15,0.13,0.23,0.28,0,0.38,0.04,0,0.03,0.01,0.05,0,0.09,0.05,0.06,0,0.09,0,0,0.01,0.05,0,0,0.02,0.08
2016-12,34.32,11.8,12.36,4.55,3.24,2.66,2.61,0,3.34,2.15,3.95,2.56,0,0,1.86,1.32,1.75,1.59,1.77,0.17,0.34,0.04,0.19,0.68,0,0.64,0.34,0.4,0.33,0.72,0.27,0.37,0.13,0.05,0,0.58,0.1,0.11,0.15,0.28,0.18,0.28,0.21,0.3,0,0.39,0.1,0.02,0.08,0.01,0.08,0.06,0.13,0.04,0.06,0.01,0.12,0,0,0,0.05,0,0,0.01,0.13
2017-01,34.41,11.84,11.08,4.37,3.26,3.08,2.79,0,2.98,2.1,3.88,2.59,0,0,1.77,1.23,1.82,1.61,2.09,0.17,0.35,0.04,0.18,0.95,0,0.65,0.35,0.4,0.35,0.78,0.3,0.37,0.11,0.06,0.03,0.6,0.1,0.21,0.16,0.33,0.2,0.37,0.21,0.29,0,0.35,0.12,0.04,0.13,0.01,0.09,0.1,0.16,0.04,0.08,0.02,0.12,0,0,0.01,0.05,0,0,0.01,0.18
2017-02,33.81,11.63,10.36,4.13,3.64,3.49,2.99,0,2.9,2.04,4.11,2.46,0,0.1,1.77,1.33,1.86,1.5,2.39,0.2,0.33,0.04,0.18,0.95,0,0.7,0.32,0.36,0.35,0.85,0.3,0.43,0.09,0.06,0.04,0.53,0.11,0.29,0.17,0.35,0.19,0.37,0.19,0.31,0,0.37,0.14,0.13,0.14,0.02,0.09,0.11,0.16,0.04,0.1,0.03,0.12,0,0.02,0.01,0.05,0.01,0,0.01,0.22
2017-03,33.73,11.57,10.41,3.74,3.83,3.72,3,0,2.85,1.97,4.11,2.41,0,0.16,1.74,1.35,1.86,1.5,2.55,0.22,0.31,0.04,0.19,0.94,0,0.71,0.31,0.38,0.36,0.83,0.33,0.42,0.09,0.05,0.04,0.5,0.12,0.28,0.17,0.35,0.2,0.38,0.2,0.31,0,0.35,0.13,0.16,0.13,0.01,0.09,0.12,0.16,0.04,0.11,0.05,0.11,0,0.02,0.01,0.05,0.01,0,0.01,0.26
2017-04,33.45,12.92,9.73,3.31,4,3.94,3.08,0,2.57,1.89,3.97,2.35,0,0.35,1.67,1.38,1.86,1.47,2.56,0.24,0.27,0.05,0.17,1.05,0,0.66,0.34,0.36,0.37,0.73,0.34,0.4,0.08,0.04,0.05,0.59,0.12,0.25,0.17,0.31,0.25,0.43,0.19,0.29,0,0.28,0.12,0.15,0.13,0.01,0.08,0.11,0.2,0.04,0.13,0.05,0.1,0,0.03,0.01,0.05,0.01,0,0.01,0.26
2017-05,33.77,11.97,9.43,3.34,4.44,4.43,3.34,0,2.45,1.81,3.92,2.24,0,0.64,1.59,1.34,1.9,1.34,2.7,0.24,0.28,0.05,0.17,1.03,0,0.7,0.34,0.33,0.35,0.74,0.34,0.4,0.07,0.04,0.05,0.57,0.12,0.24,0.18,0.3,0.26,0.39,0.17,0.29,0,0.26,0.11,0.14,0.14,0.01,0.09,0.1,0.19,0.03,0.13,0.06,0.09,0,0.03,0.02,0.04,0.01,0,0.01,0.26
2017-06,33.39,11.54,9.46,3.19,4.9,4.76,3.41,0,2.42,1.77,3.99,2.18,0,0.94,1.54,1.32,1.89,1.31,2.74,0.22,0.26,0.05,0.15,0.96,0,0.73,0.32,0.32,0.36,0.74,0.35,0.42,0.06,0.04,0.08,0.49,0.13,0.23,0.19,0.31,0.25,0.37,0.17,0.29,0,0.26,0.11,0.16,0.16,0.01,0.08,0.11,0.17,0.03,0.13,0.07,0.09,0,0.04,0.02,0.04,0.01,0,0.01,0.27
2017-07,33.6,11.17,9.65,3.06,5.31,4.88,3.53,0,2.23,1.72,4.01,2.18,0,1.21,1.47,1.37,1.88,1.3,2.62,0.21,0.25,0.05,0.14,0.85,0,0.71,0.29,0.3,0.37,0.67,0.35,0.42,0.05,0.05,0.09,0.4,0.13,0.28,0.18,0.28,0.22,0.38,0.16,0.28,0,0.23,0.1,0.15,0.2,0.01,0.08,0.11,0.14,0.03,0.11,0.07,0.08,0,0.05,0.02,0.04,0.01,0,0.01,0.26
2017-08,33.58,12.01,8.97,2.8,5.55,4.94,3.65,0,2.07,1.66,3.92,2.24,0,1.47,1.43,1.48,1.77,1.35,2.53,0.23,0.24,0.05,0.14,0.8,0,0.7,0.28,0.31,0.4,0.61,0.38,0.41,0.05,0.04,0.11,0.37,0.12,0.27,0.18,0.27,0.22,0.36,0.17,0.27,0,0.2,0.09,0.14,0.18,0.01,0.07,0.1,0.13,0.03,0.11,0.07,0.07,0,0.04,0.02,0.05,0.01,0,0.01,0.26
2017-09,34.32,11.77,9.39,2.62,5.4,4.98,3.65,0,1.97,1.7,3.77,2.26,0,1.55,1.43,1.45,1.78,1.35,2.3,0.23,0.23,0.06,0.13,0.79,0.01,0.62,0.27,0.3,0.42,0.54,0.4,0.37,0.05,0.04,0.11,0.37,0.13,0.26,0.16,0.25,0.23,0.37,0.16,0.24,0,0.18,0.09,0.14,0.22,0.01,0.07,0.09,0.13,0.03,0.11,0.07,0.07,0,0.04,0.02,0.04,0.01,0,0.01,0.26
2017-10,32.96,11.53,9.68,2.71,6.12,5.55,3.86,0,1.96,1.61,3.73,2.01,0,1.91,1.32,1.59,1.73,1.04,2.36,0.32,0.22,0.07,0.13,0.84,0.03,0.64,0.28,0.23,0.32,0.51,0.33,0.38,0.06,0.03,0.12,0.39,0.12,0.26,0.18,0.24,0.27,0.4,0.12,0.24,0,0.17,0.1,0.15,0.18,0.01,0.07,0.09,0.13,0.02,0.13,0.09,0.07,0,0.04,0.02,0.04,0.01,0,0.01,0.26
2017-11,32.36,11.16,9.75,2.54,6.62,5.58,3.88,0,2.06,1.59,3.87,1.97,0,2.17,1.31,1.83,1.65,0.99,2.31,0.33,0.19,0.09,0.13,0.86,0.04,0.68,0.26,0.22,0.32,0.54,0.34,0.4,0.06,0.02,0.14,0.35,0.11,0.25,0.17,0.27,0.26,0.36,0.12,0.25,0,0.19,0.11,0.17,0.14,0.01,0.06,0.1,0.13,0.02,0.12,0.11,0.08,0,0.05,0.02,0.03,0.01,0,0.01,0.27
2017-12,32.12,10.62,10.08,2.65,7.01,5.59,3.83,0,2.11,1.55,3.9,1.93,0,2.37,1.27,1.89,1.63,0.95,2.3,0.27,0.18,0.1,0.13,0.85,0.06,0.69,0.25,0.21,0.31,0.54,0.34,0.41,0.06,0.02,0.15,0.3,0.11,0.21,0.17,0.28,0.24,0.32,0.11,0.26,0,0.19,0.12,0.18,0.15,0.01,0.06,0.1,0.11,0.02,0.11,0.12,0.08,0,0.05,0.02,0.03,0.01,0,0.01,0.28
2018-01,32.08,10.82,9.98,2.75,7.05,5.66,3.93,0,2.09,1.54,3.72,1.95,0,2.58,1.23,1.89,1.57,0.96,2.22,0.21,0.15,0.1,0.14,0.81,0.07,0.7,0.24,0.21,0.32,0.52,0.35,0.39,0.06,0.02,0.17,0.26,0.11,0.21,0.16,0.28,0.23,0.27,0.11,0.25,0,0.18,0.11,0.18,0.14,0.01,0.05,0.1,0.1,0.02,0.1,0.13,0.08,0,0.05,0.03,0.03,0.01,0,0.01,0.27
2018-02,32.32,11.14,9.79,2.22,7.61,5.94,4.12,0,1.78,1.46,3.63,1.89,0,2.79,1.14,1.82,1.66,0.91,2.14,0.17,0.15,0.11,0.13,0.79,0.07,0.66,0.24,0.2,0.3,0.46,0.33,0.4,0.05,0.02,0.15,0.26,0.1,0.23,0.16,0.25,0.24,0.27,0.1,0.25,0,0.16,0.1,0.16,0.18,0.01,0.06,0.11,0.09,0.01,0.11,0.11,0.07,0,0.06,0.02,0.03,0.01,0,0.01,0.27
2018-03,31.23,11.09,11.32,2.12,7.64,5.92,4.21,0,1.85,1.37,3.56,1.68,0,3.03,1.11,1.88,1.58,0.68,2.17,0.18,0.15,0.11,0.14,0.77,0.07,0.7,0.23,0.14,0.23,0.48,0.25,0.39,0.05,0.02,0.17,0.24,0.1,0.28,0.16,0.26,0.24,0.26,0.07,0.24,0,0.16,0.1,0.17,0.18,0.01,0.05,0.12,0.09,0.01,0.11,0.12,0.07,0,0.07,0.02,0.02,0.01,0,0.01,0.28
2018-04,30.15,10.59,10.56,2.23,9.35,6.76,4.69,0,1.84,1.3,3.35,1.5,0,3.34,1.01,1.81,1.55,0.48,2.24,0.19,0.14,0.13,0.15,0.67,0.14,0.72,0.22,0.1,0.16,0.47,0.19,0.34,0.06,0.02,0.22,0.16,0.1,0.28,0.18,0.27,0.22,0.17,0.06,0.25,0.01,0.15,0.1,0.19,0.19,0.02,0.05,0.13,0.06,0.01,0.07,0.13,0.07,0,0.08,0.03,0.01,0,0,0.01,0.34
2018-05,29.11,10.32,9.66,1.89,10.7,7.13,5.05,0,1.86,1.19,3.4,1.35,0,3.78,0.95,1.97,1.42,0.36,2.31,0.2,0.1,0.14,0.14,0.81,0.19,0.79,0.2,0.07,0.11,0.48,0.14,0.35,0.06,0.02,0.29,0.15,0.1,0.28,0.18,0.3,0.25,0.18,0.04,0.25,0.01,0.15,0.13,0.2,0.15,0.02,0.04,0.14,0.05,0,0.07,0.14,0.08,0,0.08,0.03,0.01,0,0,0.01,0.38
2018-06,29.71,10.79,8.96,1.74,10.69,6.97,5.62,0,1.58,1.14,3.14,1.47,0,3.89,0.94,1.97,1.26,0.45,2.14,0.19,0.08,0.15,0.15,0.88,0.2,0.73,0.2,0.08,0.14,0.42,0.17,0.33,0.05,0.01,0.32,0.15,0.1,0.37,0.18,0.27,0.26,0.18,0.05,0.24,0.01,0.12,0.14,0.17,0.1,0.02,0.03,0.13,0.05,0.01,0.07,0.13,0.07,0,0.09,0.03,0.01,0,0,0,0.45
2018-07,29.79,11.19,8.21,1.59,11.27,7.23,5.67,0,1.39,1.11,2.95,1.5,0,4.23,0.91,1.89,1.27,0.51,2.07,0.19,0.07,0.15,0.12,0.87,0.2,0.7,0.19,0.09,0.16,0.39,0.2,0.29,0.05,0.01,0.31,0.15,0.09,0.34,0.18,0.26,0.28,0.19,0.05,0.22,0.01,0.11,0.13,0.16,0.09,0.02,0.03,0.12,0.05,0.01,0.07,0.12,0.07,0,0.08,0.03,0.01,0,0,0,0.37
2018-08,30.63,13.14,7.34,1.49,10.57,6.89,5.54,0,1.17,1.17,2.65,1.61,0,4.1,0.99,1.73,1.32,0.73,1.79,0.32,0.06,0.14,0.13,0.86,0.19,0.6,0.19,0.13,0.23,0.33,0.28,0.24,0.04,0.01,0.26,0.17,0.09,0.31,0.14,0.22,0.38,0.24,0.07,0.19,0,0.1,0.12,0.13,0.06,0.01,0.03,0.11,0.06,0.01,0.08,0.1,0.06,0,0.08,0.03,0.02,0,0,0,0.32
2018-09,30.57,12.51,6.28,1.47,11.11,7.49,5.82,0,1.19,1.11,2.68,1.41,0,4.52,0.93,1.81,1.37,0.53,1.78,0.47,0.05,0.15,0.13,0.94,0.19,0.61,0.18,0.08,0.16,0.33,0.21,0.25,0.05,0.01,0.27,0.19,0.08,0.32,0.12,0.23,0.5,0.29,0.05,0.19,0,0.1,0.13,0.14,0.06,0.01,0.03,0.11,0.07,0.01,0.09,0.1,0.06,0,0.09,0.03,0.01,0,0,0,0.32
2018-10,30.25,12.79,6.56,1.56,11.2,7.29,5.76,0,1.21,1.08,2.62,1.46,0,4.77,0.93,1.81,1.36,0.59,1.65,0.48,0.05,0.15,0.16,0.89,0.19,0.58,0.17,0.1,0.17,0.3,0.24,0.23,0.05,0.01,0.29,0.17,0.08,0.28,0.11,0.22,0.44,0.25,0.05,0.17,0,0.09,0.12,0.14,0.06,0.01,0.03,0.11,0.05,0.01,0.07,0.1,0.05,0,0.09,0.03,0.01,0,0,0,0.32
2018-11,29.18,13.1,7.07,1.61,12.16,7.31,5.09,0,1.33,0.69,2.75,1.41,0,5.94,0.87,1.89,1.02,0.58,1.49,0.39,0.05,0.13,0.18,0.92,0.23,0.58,0.15,0.1,0.08,0.3,0.13,0.23,0.06,0.01,0.34,0.14,0.06,0.25,0.1,0.22,0.32,0.18,0.04,0.14,0,0.09,0.11,0.16,0.05,0.01,0.02,0.1,0.03,0,0.05,0.11,0.05,0,0.09,0.01,0.01,0,0,0,0.29
2018-12,30.77,12.71,5.9,1.48,12.51,8.15,5.79,0,1.18,0.66,2.49,1.38,0,5.58,0.85,1.78,0.98,0.71,1.22,0.56,0.04,0.12,0.13,0.81,0.21,0.49,0.13,0.11,0.07,0.24,0.14,0.2,0.05,0,0.29,0.11,0.05,0.23,0.09,0.19,0.28,0.14,0.04,0.12,0,0.08,0.09,0.13,0.04,0.01,0.02,0.08,0.02,0,0.04,0.1,0.04,0,0.06,0.01,0,0,0,0,0.25
2019-01,32.08,13.8,5.96,1.45,11.79,7.73,6.07,0,1.06,0.63,2.24,1.48,0,5.31,0.86,1.57,0.88,0.82,1.07,0.54,0.04,0.11,0.11,0.7,0.2,0.44,0.13,0.13,0.07,0.2,0.15,0.17,0.05,0,0.28,0.07,0.05,0.24,0.08,0.16,0.18,0.08,0.04,0.1,0,0.07,0.07,0.12,0.04,0,0.01,0.07,0.01,0,0.02,0.09,0.04,0,0.07,0.01,0,0,0,0,0.24
2019-02,31.02,14.09,6.4,1.52,12.09,7.83,6.35,0,1.03,0.59,2.19,1.35,0,5.56,0.82,1.6,0.84,0.66,1.05,0.58,0.03,0.11,0.13,0.66,0.2,0.43,0.11,0.1,0.05,0.2,0.13,0.16,0.05,0,0.29,0.05,0.04,0.28,0.08,0.16,0.12,0.04,0.04,0.09,0,0.06,0.07,0.11,0.03,0,0.01,0.07,0.01,0,0.01,0.08,0.04,0,0.11,0.02,0,0,0,0,0.24
2019-03,31.4,13.23,5.71,1.48,11.62,8.06,6.97,0,0.88,0.98,2.01,1.35,0.04,4.93,0.78,1.5,1.37,0.69,1.27,0.65,0.03,0.13,0.12,0.66,0.19,0.45,0.12,0.11,0.21,0.2,0.31,0.15,0.04,0.01,0.27,0.05,0.07,0.28,0.09,0.16,0.16,0.06,0.05,0.12,0,0.06,0.09,0.1,0.04,0.01,0.02,0.09,0.01,0,0.02,0.07,0.04,0,0.12,0.04,0.02,0,0,0,0.3
2019-04,32.24,14.06,5.73,1.35,10.88,7.77,7.28,0,0.74,1.01,1.85,1.42,0.05,4.68,0.79,1.34,1.4,0.82,1.15,0.62,0.04,0.12,0.13,0.59,0.16,0.38,0.12,0.13,0.25,0.16,0.38,0.13,0.04,0.01,0.25,0.04,0.07,0.28,0.09,0.14,0.14,0.05,0.06,0.11,0,0.05,0.07,0.08,0.05,0,0.02,0.08,0.01,0,0.02,0.06,0.03,0,0.13,0.04,0.02,0,0,0,0.28
2019-05,31.15,13.75,6.14,1.35,11.61,8.04,7.41,0,0.72,0.99,1.79,1.31,0.06,5.08,0.73,1.32,1.48,0.68,1.16,0.66,0.03,0.12,0.2,0.58,0.17,0.38,0.11,0.1,0.21,0.16,0.32,0.13,0.03,0.01,0.25,0.04,0.06,0.21,0.09,0.13,0.12,0.04,0.05,0.11,0,0.05,0.07,0.07,0.05,0,0.02,0.08,0.01,0,0.01,0.05,0.03,0,0.13,0.04,0.01,0,0,0,0.28
2019-06,31.9,12.74,6.89,1.35,11.27,7.42,7.86,0,0.69,0.9,1.75,1.37,0.06,5.13,0.68,1.36,1.33,0.87,1.1,0.64,0.03,0.13,0.19,0.58,0.17,0.36,0.11,0.12,0.26,0.15,0.39,0.12,0.03,0.01,0.27,0.03,0.07,0.26,0.08,0.13,0.09,0.02,0.06,0.1,0,0.04,0.07,0.07,0.04,0,0.01,0.08,0.01,0,0.01,0.05,0.03,0,0.17,0.04,0.02,0,0,0,0.28
2019-07,30.25,12.72,7.48,1.32,11.8,7.75,7.94,0,0.64,0.8,1.66,1.21,0.07,5.83,0.6,1.34,1.31,0.78,1.2,0.63,0.03,0.13,0.21,0.55,0.18,0.35,0.1,0.1,0.23,0.14,0.35,0.12,0.03,0.19,0.25,0.03,0.06,0.26,0.09,0.12,0.08,0.02,0.05,0.1,0,0.04,0.06,0.07,0.05,0,0.01,0.08,0.01,0,0.01,0.05,0.03,0,0.13,0.04,0.02,0,0,0,0.29
2019-08,31.39,12.86,4.62,1.25,12.55,8.19,7.7,0.12,0.58,0.79,1.56,1.25,0.48,5.89,0.58,1.29,1.32,0.79,1.07,0.64,0.03,0.14,0.18,0.51,0.24,0.32,0.1,0.1,0.23,0.12,0.35,0.11,0.03,0.36,0.22,0.02,0.06,0.28,0.09,0.11,0.09,0.02,0.05,0.09,0,0.03,0.06,0.07,0.04,0,0.01,0.07,0,0,0.01,0.05,0.03,0,0.06,0.04,0.02,0,0,0,0.74
2019-09,30.59,12.97,4.05,1.18,12.41,8.05,8.81,0.18,0.53,0.73,1.42,1.19,0.84,6.03,0.52,1.2,1.24,0.78,1.07,0.72,0.02,0.16,0.19,0.48,0.24,0.3,0.09,0.1,0.22,0.11,0.34,0.1,0.03,0.81,0.23,0.02,0.05,0.24,0.09,0.1,0.08,0.02,0.04,0.09,0,0.03,0.05,0.06,0.03,0,0.01,0.07,0,0,0.01,0.04,0.03,0,0.07,0.03,0.01,0,0,0,0.88
2019-10,30.22,12.86,4,1.09,11.64,7.31,8.64,0.19,0.48,0.69,1.24,1.13,0.98,5.85,0.47,1.04,1.1,0.78,0.91,0.73,0.01,0.17,3.5,0.43,0.22,0.25,0.08,0.1,0.23,0.09,0.34,0.09,0.02,0.92,0.21,0.01,0.05,0.22,0.08,0.09,0.07,0.01,0.04,0.07,0,0.02,0.05,0.05,0.03,0,0.01,0.06,0,0,0.01,0.03,0.02,0,0.05,0.03,0.01,0,0,0,0.92
